OTU_ID	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Confidence Ranking	Growth Morphology	Trait	Notes	Citation/Source
ESV67	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus;s__dehlii	Hymenoscyphus	13	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Ectomycorrhizal-Ericoid Mycorrhizal-Undefined Saprotroph	Possible	Microfungus; Dark Septate Microfungus	NULL	Syn.: Pezoloma among other (see e.g., Pezoloma ericae)	Baral and Krieglsteiner 2006. Acta Mycologica 41:11-20 (as a bryophyte parasite); Huhtinen et al. 2010. Nova Hedwigia 90:413-431, Bent et al. 2011. Applied and Environmental Microbiology 77:3351-3359 (as ectomycorrhizae); Tedersoo L, et al. 2014. Science 346:1256688 (as saprotroph)
ESV670	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Kalmusia;s__longispora	Kalmusia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV671	p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Chlamydotubeufia;NA	Tubeufiaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Biotrophic or saprobic, especially on scale insects or other fungi. The anamorphic forms are fequently aero-aquatic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV672	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;NA;NA	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
ESV673	p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Virgaria;s__nigra	Virgaria	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
ESV675	p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Peniophoraceae;g__Peniophora;s__nuda	Peniophora	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Corticioid	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV676	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__malachius	Crepidotaceae	9	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Aime MC, et al. 2005. American Journal of Botany 92:74-82
ESV677	p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__victoriae	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ESV678	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Stachybotryaceae;g__Myrothecium;s__inundatum	Myrothecium	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV679	p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Veronaea;s__japonica	Veronaea	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	http://www.apsnet.org/publications/commonnames/Pages/default.aspx
ESV68	p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Pseudeurotiaceae;g__Pseudogymnoascus;NA	Pseudogymnoascus	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Soil Saprotroph	Possible	NULL	NULL	It is important to note that the majority of species that comprise this genus, including the White-Nose Bat Syndrome causing Pseudogymnoascus destructans, were once placed in the genus Geomyces (see Minnis & Lindner 2013),and including Pseudogymnoascus panorum (as Geomyces panorum) that had been widely applied to a number of isolates from cold places, including those found in soil, on living roots, hypersaline lakes, keratinaceous substrates, and skin lesions of animals (perhaps as a weak pathogen); however, the true identity of Geomyces panorum (now Pseudogymnoascus panorum) is not known (pers.Lindner DL)	Minnis AM, Lindner DL. 2013. Fungal Biology 117:638-649; Tedersoo L, et al. 2014. Science 346:1256688
ESV680	p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;NA	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Possible	Microfungus	NULL	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV681	p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Capnodiaceae;g__Antennariella;s__placitae	Antennariella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV682	p__Mucoromycota;c__Mucoromycetes;o__Mucorales;f__Mucoraceae;g__Mucor;s__abundans	Mucor	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV684	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Ramariopsis;s__flavescens	Ramariopsis	13	Saprotroph	Undefined Saprotroph	Probable	Clavarioid	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV685	p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Piloderma;s__lanatum	Piloderma	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV686	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Hyalodendriella;NA	Hyalodendriella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV687	p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__amoeboidea	Mortierellaceae	9	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Possible	Microfungus	NULL	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge; Purahong W, et al. 2016. Molecular Ecology 25:4059-4074
ESV688	p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;NA;NA	Tubeufiaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Undefined Saprotroph	Probable	NULL	NULL	Biotrophic or saprobic, especially on scale insects or other fungi. The anamorphic forms are fequently aero-aquatic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV689	p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium;s__maculosum	Exobasidium	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV69	p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;NA;NA	Pyronemataceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph	Possible	Gasteroid-Pezizoid	NULL	Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV690	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium;s__fusisporum	Lecanicillium	13	Pathotroph	Animal Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV691	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;NA;NA	Physalacriaceae	9	Pathotroph-Saprotroph	Algal Parasite--Leaf Saprotroph-Wood Saprotroph	Probable	Agaricoid-Microfungus	NULL	Presumably saprobic, found on decaying leaves and wood. One genus is a parasite of marine algae (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV692	p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Lachnocladiaceae;g__Asterostroma;s__laxum	Asterostroma	13	Saprotroph	Undefined Saprotroph	Probable	NULL	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV693	p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Podoscyphaceae;g__Hypochnicium;s__cremicolor	Hypochnicium	13	Saprotroph	Undefined Saprotroph	Probable	Corticioid	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV694	p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__botryoides	Tomentella	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV698	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Tolypocladium;s__album	Tolypocladium	13	Pathotroph-Symbiotroph	Animal Pathogen-Clavicipitaceous Endophyte-Fungal Parasite	Possible	NULL	NULL	Endophyte detection method-culture (Gazis et al. 2014)	Gazis R, et al. 2014. Mycologia 106:1090-105; Tedersoo L, et al. 2014. Science 346:1256688; Quant CA. 2014. IMA Fungus. 5: 121-134
ESV699	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Chalara;s__hyalocuspica	Chalara	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Wood Saprotroph	Probable	NULL	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Tedersoo L, et al. 2014. Science 346:1256688
ESV7	p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apodus;s__deciduus	Apodus	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV700	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__terreum	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)
ESV701	p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Gyroporaceae;g__Gyroporus;s__castaneus	Gyroporus	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Boletoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV702	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Crepidotaceae;g__Crepidotus;s__applanatus	Crepidotaceae	9	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Aime MC, et al. 2005. American Journal of Botany 92:74-82
ESV703	p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Fusicladium;s__amoenum	Sympoventuriaceae	9	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	Sympoventuriaceae is represented by Sympoventuria, and can be distinguished from species of Venturiales by its saprobic life style (Zhang et al. 2011)	Zhang Y, et al. 2011 Fungal Diversity 51:249-277
ESV704	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;NA;NA	Leptosphaeriaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Probable	Microfungus	NULL	Saprobic or weakly necrotrophic on stems or leaves (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV705	p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;NA;NA	Chionosphaeraceae	9	Pathotroph-Saprotroph	Fungal Parasite-Undefined Saprotroph	Possible	Microfungus	NULL	Species appear to be mycoparasitic, associated with fungi of bark beetle galleries, wood-inhabiting Xylariaceae or lichens. Others are found erumpent from bark or decaying wood and may be sabrobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV709	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__aureovelatus	Cortinarius	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV71	p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Coccomyces;s__australis	Coccomyces	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV710	p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae;g__Diplodia;s__corticola	Diplodia	13	Pathotroph-Saprotroph-Symbiotroph	Epiphyte-Plant Pathogen-Wood Saprotroph	Possible	Microfungus	NULL	Cause of soft-rot; Epiphyte detection method-culture (Carisse et al. 2000)	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-645; Carisse O, et al. 2000. Biological Control 90:31-37
ESV712	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiotremataceae;g__Lophiotrema;NA	Lophiotrema	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV713	p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;g__Cystobasidiopsis;s__nirenbergiae	Cystobasidiopsis	13	Saprotroph	Undefined Saprotroph	Probable	Facultative Yeast	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV714	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Typhulaceae;g__Typhula;s__maritima	Typhula	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688 (doi:10.1126/science.1256688)
ESV715	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__crassicystidiatum	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)
ESV716	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__mutabilipes	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)
ESV717	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Massarina;s__eburnea	Massarina	13	Pathotroph-Saprotroph	Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV718	p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae;g__Penicillium;s__brevicompactum	Eurotiales	7	Saprotroph	Undefined Saprotroph	Possible	Microfungus	NULL	NULL	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ESV719	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Ascocoryne;s__sarcoides	Ascocoryne	13	Saprotroph	Undefined Saprotroph	Probable	Tremelloid-Microfungus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV72	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybe;s__catinus	Clitocybe	13	Pathotroph-Saprotroph	NULL	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV720	p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Xerocomus;NA	Xerocomus	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Boletoid	NULL	NULL	Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV723	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__centrirufus	Cortinarius	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV724	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita;s__porphyria	Amanita	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV725	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Hypholoma;s__lateritium	Hypholoma	13	Saprotroph	Undefined Saprotroph	Probable	Agaricoid	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV726	p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella;s__bryophila	Tomentella	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Corticioid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV727	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Coniothyrium;s__glycines	Coniothyrium	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Highly Probable	NULL	Soft Rot	NULL	Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664; Nilsson T. 1973. Studies on wood degradation and cellulolytic activity of microfungi. No. 104; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; http://www.apsnet.org/publications/commonnames/Pages/default.aspx
ESV728	p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Dactylella;s__mammillata	Dactylella	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV73	p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Pseudoanungitea;s__vaccinii	Venturiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Plant Pathogen-Undefined Saprotroph	Probable	Microfungus	NULL	Mostly endophytes and weak parasites of aerial plant parts, including bark and wood, leaf and fruit tissue; rarely biotrophic. Little is known except for the important pathogens (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV731	p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Daldinia;NA	Daldinia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV732	p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Xylodon;s__borealis	Xylodon	13	Saprotroph	Undefined Saprotroph	Probable	Corticioid	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV736	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__minutum	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)
ESV737	p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Steccherinaceae;g__Junghuhnia;s__lacera	Junghuhnia	13	Saprotroph	Wood Saprotroph	Highly Probable	Corticioid	White Rot	NULL	Gilbertson RL, Ryvarden L. 1987-1987. North American Polypores. Fungiflora, Oslo
ESV738	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pluteaceae;g__Pluteus;s__hongoi	Pluteus	13	Pathotroph-Saprotroph	Bryophyte Parasite-Litter Saprotroph-Wood Saprotroph	Probable	Agaricoid	White Rot	NULL	Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127; James TY, et al. 2006. Nature 443:818-822; Tedersoo L, et al. 2014. Science 346:1256688
ESV739	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_fam_Incertae_sedis;g__Acephala;s__applanata	Acephala	13	Symbiotroph	Ectomycorrhizal	Possible	NULL	NULL	NULL	Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (ECM/(not ECM)
ESV74	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__maius	Oidiodendron	13	Pathotroph-Symbiotroph	Ericoid Mycorrhizal	Probable	Dark Septate Endophyte	NULL	NULL	Newsham 2011. New Phytologist 190:783-793 (as DSE)
ESV740	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Claussenomyces;NA	Claussenomyces	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Esslinger TL. 2014. North Dakota State University (http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm)
ESV741	p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletaceae;g__Strobilomyces;s__strobilaceus	Strobilomyces	13	Symbiotroph	Ectomycorrhizal	Highly Probable	Boletoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45; Tedersoo L, et al. 2010. Mycorrhiza 20:217-263; http://mycorrhizas.info/ecmf.html
ESV742	p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleraceae;g__Genolevuria;s__amylolytica	Tremellales	7	Pathotroph-Saprotroph-Symbiotroph	Fungal Parasite-Undefined Saprotroph	Possible	Tremelloid-Yeast	NULL	The order contains both teleomorphic and anamorphic species, most of the latter being yeasts	Sterkenburg E, et al. 2015. New Phytologist 207:1145-1158
ESV743	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Stephanosporaceae;g__Cristinia;s__helvetica	Cristinia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV745	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__formosum	Entoloma	13	Pathotroph-Saprotroph-Symbiotroph	Ectomycorrhizal-Fungal Parasite-Soil Saprotroph-Undefined Saprotroph	Possible	Agaricoid	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 (ECM/(not ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 (sensu stricto); http://mycorrhizas.info/ecmf.html (ECM/(not ECM)
ESV746	p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia;NA	Hyphodontia	13	Saprotroph	Undefined Saprotroph	Probable	Corticioid	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV747	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Lacrymaria;s__subcinnamomea	Psathyrellaceae	9	Saprotroph	Dung Saprotroph-Plant Saprotroph-Wood Saprotroph	Probable	Agaricoid	NULL	Saprobic, in grass, on dung, rotten wood and similar substrata (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV748	p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces;s__lactosolyticus	Spizellomycetaceae	9	Pathotroph	Plant Pathogen-Undefined Parasite-Undefined Saprotroph	Probable	Microfungus	NULL	Common in the soil and also as parasites of a range of soil organisms and plants (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV749	p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Chaetosphaeronema;NA	Phaeosphaeriaceae	9	Pathotroph-Saprotroph	Fungal Parasite-Plant Pathogen-Plant Saprotroph	Probable	Microfungus	NULL	Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge
ESV75	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Myxotrichaceae;g__Oidiodendron;s__echinulatum	Oidiodendron	13	Pathotroph-Symbiotroph	Ericoid Mycorrhizal	Probable	Dark Septate Endophyte	NULL	NULL	Newsham 2011. New Phytologist 190:783-793 (as DSE)
ESV751	p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Calcarisporium;s__arbuscula	Calcarisporium	13	Pathotroph	Fungal Parasite	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV753	p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Hyalorbilia;s__erythrostigma	Hyalorbilia	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV754	p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Ochroconis;NA	Sympoventuriaceae	9	Saprotroph	Undefined Saprotroph	Probable	Microfungus	NULL	Sympoventuriaceae is represented by Sympoventuria, and can be distinguished from species of Venturiales by its saprobic life style (Zhang et al. 2011)	Zhang Y, et al. 2011 Fungal Diversity 51:249-277
ESV755	p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;NA	Psathyrella	13	Saprotroph	Wood Saprotroph	Probable	Agaricoid	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
ESV756	p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Infundichalara;NA	Infundichalara	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:1256688
